"","V1","V2","V3"
"Lateral_13-Anterior_extent_of_the_nasal-premaxilla_suture",-29.4773573850528,-17.9597352405986,38.162792293015
"Left_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-36.9421553024574,-27.2768075944475,41.5333413878369
"Left_Lateral_10-Posterior_point_of_the_external_auditory_meatus",42.5218118590896,-47.8399206862895,33.6064852708101
"Left_Lateral_11-Tip_of_the_jugular_process",56.8819966164047,-43.9801631070103,39.3101507468195
"Left_Lateral_14-Tip_of_the_postmandibular_process",2.45049783872382,-36.7360248098728,24.7307925913619
"Left_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-33.8082932752229,-30.0776950941025,39.1901149133376
"Left_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-29.1066939377997,-32.1097366429425,39.4019591100125
"Left_Lateral_4-Posterior_end_of_molar_row",2.47078932216464,-36.9382363124458,42.858850293136
"Left_Lateral_5-Midpoint_of_the_infraorbital_foramen",-11.5187153603748,-35.6591831255819,33.1693896631649
"Left_Lateral_6-Tip_of_the_postorbital_process",2.03874362843574,-22.7999573624372,23.968390925743
"Left_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",14.6306862487265,-29.9046936999032,40.6816041444257
"Left_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",25.7627200154142,-47.9847511968873,33.5147989716807
"Left_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",29.2328421719663,-41.5171209775091,48.4011510023028
"Right_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-36.5025395065959,-21.7263337464353,48.5344266198482
"Right_Lateral_10-Posterior_point_of_the_external_auditory_meatus",43.9768066064123,-19.8635076773614,63.8848827408366
"Right_Lateral_11-Tip_of_the_jugular_process",57.4817069713793,-26.6089846543123,59.6125027789433
"Right_Lateral_14-Tip_of_the_postmandibular_process",4.67218187869044,-8.00461728573915,55.9588314389298
"Right_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-32.7361441983761,-19.2927160392806,51.5218754745675
"Right_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-28.0758239459073,-21.4522835959454,52.9160203812246
"Right_Lateral_4-Posterior_end_of_molar_row",3.25600892110965,-26.8687000465204,55.4574689396285
"Right_Lateral_5-Midpoint_of_the_infraorbital_foramen",-10.1636923011493,-16.54007873831,55.4897248115395
"Right_Lateral_6-Tip_of_the_postorbital_process",3.36526484889206,-7.84224263371316,42.3232857408722
"Right_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",14.9013469020657,-24.3271031240308,47.6763089310031
"Right_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",27.7070520947043,-19.0178436785524,64.8979409152222
"Right_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",29.9242837040335,-34.3590559455284,57.3342072147909
"Ventral_1-Juncture_between_incisors_on_the_premaxilla",-37.2726420814956,-26.2873951372327,47.2741711813894
"Ventral_10-Posterior_edge_of_the_jugular_foramen",54.9374469677032,-29.8798660976014,54.9678336476387
"Ventral_12-Anterior_point_of_the_foramen_magnum",58.6027071210158,-38.112222481199,50.8917980976656
"Ventral_13-Posterior_point_of_incisive_foramen",-31.3809821416376,-27.3302148587231,45.0488138510228
"Ventral_14-Anterior_edge_of_P4",-13.6463621498439,-40.0318690319059,42.1936422978968
"Ventral_15-Posterior_edge_of_P4",-3.89458299595579,-43.902353871889,41.3843233883613
"Ventral_16-Point_of_max_external_curvature_of_M1_at_protocone",3.20715295460518,-38.6622554636067,43.4127097523538
"Ventral_18-Tip_of_ventral_squamosal_projection",29.2159826461599,-44.8621997276501,42.0373949437707
"Ventral_19-Anterior_point_of_external_auditory_meatus",38.2274931319017,-46.6330003887197,35.4971687948897
"Ventral_2-Posterior_point_of_incisive_foramen",-31.0691593060818,-24.7031808371847,47.8316923571015
"Ventral_20-Posterior_edge_of_the_jugular_foramen",54.6890055202784,-40.6310706877026,43.4290998293807
"Ventral_3-Anterior_edge_of_P4",-12.8033318769105,-24.4634858718414,59.0839558526267
"Ventral_4-Posterior_edge_of_P4",-2.74982412947367,-24.9445367453589,62.553055945655
"Ventral_5-Point_of_max_external_curvature_of_M1_at_protocone",4.16662824074111,-26.8164038804948,56.9103998284378
"Ventral_6-Posterior_junction_of_left_and_right_palatine",16.3669843830324,-33.7515050912375,49.9770554256598
"Ventral_8-Tip_of_ventral_squamosal_projection",30.0723230550479,-27.6578069814905,61.1125646861083
"Ventral_9-Anterior_point_of_external_auditory_meatus",39.3213210596863,-21.8497060498055,62.7827340819132
