"","V1","V2","V3"
"Lateral_13-Anterior_extent_of_the_nasal-premaxilla_suture",-37.4311463747801,-15.5972021205651,36.0206575121369
"Left_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-46.7243454250445,-28.1600225827803,40.4064483564749
"Left_Lateral_10-Posterior_point_of_the_external_auditory_meatus",49.6413121119458,-54.6600763351067,27.8781245495277
"Left_Lateral_11-Tip_of_the_jugular_process",67.1916479860641,-49.2739059478544,39.7049297862731
"Left_Lateral_14-Tip_of_the_postmandibular_process",1.61019980236112,-38.3373469061166,14.0271567446133
"Left_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-43.6033735038601,-33.7576542742385,36.5285344850927
"Left_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-36.0987212304611,-36.1172029489572,40.493718901351
"Left_Lateral_4-Posterior_end_of_molar_row",1.36231515483411,-38.8441451155592,41.833997128836
"Left_Lateral_5-Midpoint_of_the_infraorbital_foramen",-14.7394865694255,-37.9371729408191,29.5725801104896
"Left_Lateral_6-Tip_of_the_postorbital_process",-0.499202044998923,-19.9710058517092,18.825671935526
"Left_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",16.6164165684774,-28.9499462606805,38.2954472670617
"Left_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",30.4235896579264,-54.7261113870955,29.4127565739805
"Left_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",35.7742360738091,-43.1264924145377,49.4254078413094
"Right_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-47.0045147171073,-18.8596844184615,48.9848087987448
"Right_Lateral_10-Posterior_point_of_the_external_auditory_meatus",51.5374228281302,-16.2029633347172,70.9140429466456
"Right_Lateral_11-Tip_of_the_jugular_process",67.0486414551627,-27.5367781058913,63.0276596174524
"Right_Lateral_14-Tip_of_the_postmandibular_process",2.45320021643925,3.35939973840054,60.1363881248527
"Right_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-42.9286368688699,-15.0659482474604,53.7026285389485
"Right_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-35.6340605657357,-18.8772579351139,56.3914370020754
"Right_Lateral_4-Posterior_end_of_molar_row",1.76081182473741,-23.3461479597284,57.5301937755452
"Right_Lateral_5-Midpoint_of_the_infraorbital_foramen",-12.8861974531163,-10.2091111831763,58.9514571922065
"Right_Lateral_6-Tip_of_the_postorbital_process",-1.05239801523484,1.7794161201349,41.8350897508381
"Right_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",17.6237451889622,-20.5405303125301,46.5775831527173
"Right_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",32.4244796871606,-18.4952381868159,70.8873093853805
"Right_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",34.6467781876821,-35.8966146153717,57.879674800158
"Ventral_1-Juncture_between_incisors_on_the_premaxilla",-46.2309497874382,-26.7825261046013,46.8244193953046
"Ventral_10-Posterior_edge_of_the_jugular_foramen",63.0101378171054,-28.8196503072256,58.8570135371992
"Ventral_12-Anterior_point_of_the_foramen_magnum",71.1045407821008,-39.6064350954167,51.0917810115247
"Ventral_13-Posterior_point_of_incisive_foramen",-39.0679361147141,-26.6267194243558,43.5663961386143
"Ventral_14-Anterior_edge_of_P4",-17.3754636644186,-42.6063121939894,41.145785661033
"Ventral_15-Posterior_edge_of_P4",-6.30001028544546,-47.5543045983096,40.8156665549664
"Ventral_16-Point_of_max_external_curvature_of_M1_at_protocone",2.23006741222258,-40.8151952503617,42.828820300946
"Ventral_18-Tip_of_ventral_squamosal_projection",33.9925773900064,-50.405933861058,41.6291268159376
"Ventral_19-Anterior_point_of_external_auditory_meatus",45.1186750242197,-52.0179131997827,31.4060197484924
"Ventral_2-Posterior_point_of_incisive_foramen",-39.0259052714423,-23.8034551042722,46.4375849786945
"Ventral_20-Posterior_edge_of_the_jugular_foramen",64.0726737940096,-43.429336374797,40.2346834692079
"Ventral_3-Anterior_edge_of_P4",-16.5644704319502,-23.6444062718129,61.9332350325339
"Ventral_4-Posterior_edge_of_P4",-4.54853769314516,-23.561527058067,65.9220373220997
"Ventral_5-Point_of_max_external_curvature_of_M1_at_protocone",3.66111044277301,-25.7348031818715,57.0608004748285
"Ventral_6-Posterior_junction_of_left_and_right_palatine",20.7317923693557,-34.5445517105203,50.0819005155294
"Ventral_8-Tip_of_ventral_squamosal_projection",35.9741370686064,-28.8282821579538,64.1496872688392
"Ventral_9-Anterior_point_of_external_auditory_meatus",46.6383319871456,-19.0754707982545,67.2970487589353
