"","V1","V2","V3"
"Lateral_13-Anterior_extent_of_the_nasal-premaxilla_suture",-37.1940231562698,-15.7830530617672,36.701936274851
"Left_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-46.7262066782569,-27.3721226218808,41.1147414097551
"Left_Lateral_10-Posterior_point_of_the_external_auditory_meatus",48.1737974608177,-52.2555277416639,31.6822515108198
"Left_Lateral_11-Tip_of_the_jugular_process",64.667806580412,-46.8938670520752,37.8482480929379
"Left_Lateral_14-Tip_of_the_postmandibular_process",2.29492696024235,-36.6229920233447,20.6052992201752
"Left_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-41.771002796487,-29.2280524572318,36.5114972055218
"Left_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-35.4890109711396,-33.1986279386544,37.6597349762323
"Left_Lateral_4-Posterior_end_of_molar_row",1.8609117564083,-38.5128666247714,40.8067365402854
"Left_Lateral_5-Midpoint_of_the_infraorbital_foramen",-13.7013216340518,-37.9936192388725,29.5538545059347
"Left_Lateral_6-Tip_of_the_postorbital_process",2.07549570965047,-21.0855463220152,20.1471999848458
"Left_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",16.4620244360131,-29.9598014721019,39.7130432037579
"Left_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",30.4474590764583,-51.7432610703791,31.1265049505265
"Left_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",32.9905038477207,-43.2406759023463,49.4623380657901
"Right_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-46.1217349645918,-22.164960820543,49.5569353576074
"Right_Lateral_10-Posterior_point_of_the_external_auditory_meatus",51.3805730223003,-19.6074725392421,67.1982825509436
"Right_Lateral_11-Tip_of_the_jugular_process",65.7989088805471,-25.6170252913421,61.0974080665633
"Right_Lateral_14-Tip_of_the_postmandibular_process",4.16312125166555,3.25637387302501,56.1607905095367
"Right_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-40.6366765354743,-17.8817513824388,50.8013173346607
"Right_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-34.0485178285894,-19.6467805394219,54.84196207882
"Right_Lateral_4-Posterior_end_of_molar_row",3.04725469954663,-25.2106927870891,56.5901894772601
"Right_Lateral_5-Midpoint_of_the_infraorbital_foramen",-11.6709489121182,-13.3898050632586,58.6466948519979
"Right_Lateral_6-Tip_of_the_postorbital_process",2.52587799220146,-3.13488039061226,41.9780595155522
"Right_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",16.6650552703078,-23.8375829931665,47.2736939948345
"Right_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",32.7217689666449,-16.8120170656205,69.5366349060294
"Right_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",31.6041249718043,-35.6267136905133,58.2112378209537
"Ventral_1-Juncture_between_incisors_on_the_premaxilla",-46.1434853289379,-27.4366246651172,48.3477462469575
"Ventral_10-Posterior_edge_of_the_jugular_foramen",62.4018898442319,-31.4344482807248,55.7968336042028
"Ventral_12-Anterior_point_of_the_foramen_magnum",66.6540187318154,-39.0434944709886,51.2817817854951
"Ventral_13-Posterior_point_of_incisive_foramen",-38.2097761063723,-27.8308806647009,45.5827321401829
"Ventral_14-Anterior_edge_of_P4",-17.9337184934632,-41.0515933184115,41.3561343605399
"Ventral_15-Posterior_edge_of_P4",-6.80244086692952,-46.8392628892251,39.1843059704908
"Ventral_16-Point_of_max_external_curvature_of_M1_at_protocone",2.49743944096913,-39.9165483433802,41.2122888606354
"Ventral_18-Tip_of_ventral_squamosal_projection",35.0658794467177,-47.9718082948441,41.7915615757204
"Ventral_19-Anterior_point_of_external_auditory_meatus",44.5045305280143,-50.7901328381109,33.014168371476
"Ventral_2-Posterior_point_of_incisive_foramen",-37.8027925303429,-25.177338293562,48.2075974767798
"Ventral_20-Posterior_edge_of_the_jugular_foramen",62.1203462357973,-42.324645117567,43.2616986151343
"Ventral_3-Anterior_edge_of_P4",-16.1470284700303,-23.9961358725593,60.9142321686442
"Ventral_4-Posterior_edge_of_P4",-4.45646752341317,-22.8037562641314,65.6946163038849
"Ventral_5-Point_of_max_external_curvature_of_M1_at_protocone",3.52083586805179,-24.273020599778,57.9053402164409
"Ventral_6-Posterior_junction_of_left_and_right_palatine",16.9937112731183,-34.4009638853719,50.1646269179631
"Ventral_8-Tip_of_ventral_squamosal_projection",36.635831806845,-27.5416719005981,64.9218062681057
"Ventral_9-Anterior_point_of_external_auditory_meatus",46.5145435522155,-20.8109183030023,67.0616479740781
