"","X","Y","Z"
"Lateral_13-Anterior_extent_of_the_nasal-premaxilla_suture",67.3189499680686,-62.0987044628725,-0.721490891630942
"Left_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",73.1092300269514,-75.7252989472021,6.68872942550117
"Left_Lateral_10-Posterior_point_of_the_external_auditory_meatus",5.12049027299298,-69.0321799947416,46.7921703298029
"Left_Lateral_11-Tip_of_the_jugular_process",-9.56958052616771,-58.7101985128434,47.8354549745122
"Left_Lateral_14-Tip_of_the_postmandibular_process",45.9465762631982,-70.570836425161,37.9945217786744
"Left_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",70.8481329182332,-78.9447333746125,11.3446327385605
"Left_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",66.5872014271837,-78.238714691464,13.6454081922956
"Left_Lateral_4-Posterior_end_of_molar_row",37.0959576311011,-67.910836613781,24.705246207104
"Left_Lateral_5-Midpoint_of_the_infraorbital_foramen",53.0456764390253,-76.9809660730303,27.3197223585082
"Left_Lateral_6-Tip_of_the_postorbital_process",51.2257258419442,-60.5805772770425,38.1180320583014
"Left_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",32.1754795824798,-59.1735675397246,32.7453412476952
"Left_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",17.2552352851774,-70.4633484325956,39.0272526376099
"Left_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",13.5525748617899,-60.2170290607809,30.5920986407134
"Right_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",70.1299418642654,-72.6860030501532,-4.6726139823426
"Right_Lateral_10-Posterior_point_of_the_external_auditory_meatus",-7.12546995467127,-61.2657862742894,14.2386723050316
"Right_Lateral_11-Tip_of_the_jugular_process",-17.3222203290287,-53.9970774757471,23.3198089134991
"Right_Lateral_14-Tip_of_the_postmandibular_process",27.2705688142462,-67.2832032554504,-10.2876153751097
"Right_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",65.8710696878394,-74.4275432493553,-5.68132378891712
"Right_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",60.9912126796596,-75.2468291411986,-3.33557126212845
"Right_Lateral_4-Posterior_end_of_molar_row",31.9260578306504,-65.1197283181334,8.82000856657305
"Right_Lateral_5-Midpoint_of_the_infraorbital_foramen",41.7516206987223,-71.4362200808474,-5.2420876512171
"Right_Lateral_6-Tip_of_the_postorbital_process",32.8553546697468,-55.4808424391646,-12.4283009561978
"Right_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",23.9228376880547,-54.6139456179682,8.11452495410776
"Right_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",7.25360730050231,-65.0704077181054,9.62689459315478
"Right_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",10.1748251878606,-58.9138527163608,20.7469785233163
"Ventral_1-Juncture_between_incisors_on_the_premaxilla",70.781337320183,-77.3203448901252,2.51934370518141
"Ventral_10-Posterior_edge_of_the_jugular_foramen",-14.6357152075501,-57.6090544749178,27.6812851212795
"Ventral_12-Anterior_point_of_the_foramen_magnum",-15.2396050175322,-55.0069650282231,36.5043135151596
"Ventral_13-Posterior_point_of_incisive_foramen",66.3415861319469,-77.4847279330792,5.73835188936058
"Ventral_14-Anterior_edge_of_P4",53.6944504293807,-70.688066146825,21.8094790431726
"Ventral_15-Posterior_edge_of_P4",45.0724454982194,-67.8646277528939,28.4809898657993
"Ventral_16-Point_of_max_external_curvature_of_M1_at_protocone",35.8022927617151,-69.1394488972566,25.1695600311869
"Ventral_18-Tip_of_ventral_squamosal_projection",15.4215236827902,-64.3239231749265,38.0897047742736
"Ventral_19-Anterior_point_of_external_auditory_meatus",9.11964030262606,-65.6281343692947,45.9031537456433
"Ventral_2-Posterior_point_of_incisive_foramen",65.3768143022737,-77.0852447645181,3.00248696357397
"Ventral_20-Posterior_edge_of_the_jugular_foramen",-9.52700413980271,-60.1539478697324,42.3275262734893
"Ventral_3-Anterior_edge_of_P4",46.6250378907697,-66.4428518138744,0.817209321596881
"Ventral_4-Posterior_edge_of_P4",35.7511938990875,-62.9781425141849,1.54979548391585
"Ventral_5-Point_of_max_external_curvature_of_M1_at_protocone",30.1865937174144,-65.9332325839214,8.70145435868901
"Ventral_6-Posterior_junction_of_left_and_right_palatine",22.8533828800289,-65.5338005138075,21.3911639457173
"Ventral_8-Tip_of_ventral_squamosal_projection",7.37251307105227,-59.2475483275726,12.1831717384528
"Ventral_9-Anterior_point_of_external_auditory_meatus",-2.74056360541088,-58.9316573844406,11.1899631384059
