"","X","Y","Z"
"Lateral_13-Anterior_extent_of_the_nasal-premaxilla_suture",-9.63272945386638,-62.130580745365,3.65611758542667
"Left_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-21.3261076566229,-61.0970427882079,-8.21746854513748
"Left_Lateral_10-Posterior_point_of_the_external_auditory_meatus",59.7659910461806,-15.4875110332961,-35.7894428937552
"Left_Lateral_11-Tip_of_the_jugular_process",77.6841088322059,-22.012388174596,-39.4048117285116
"Left_Lateral_14-Tip_of_the_postmandibular_process",14.2568138059769,-24.3563971290554,-7.0650790819162
"Left_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-19.6777959120288,-53.9827859715773,-9.54516992295317
"Left_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-14.4316206320429,-53.6931966678814,-14.5503762447799
"Left_Lateral_4-Posterior_end_of_molar_row",19.888062428152,-44.5773223403465,-23.8905933527132
"Left_Lateral_5-Midpoint_of_the_infraorbital_foramen",2.9250239329899,-39.2213646492683,-12.9079535184013
"Left_Lateral_6-Tip_of_the_postorbital_process",17.8111994598241,-36.883964649332,4.14311199171154
"Left_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",36.0548534983659,-43.5969283715278,-16.9508404432585
"Left_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",40.9672193069777,-20.3823313246656,-33.6605694866486
"Left_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",50.7654823882274,-41.7875166369918,-36.2387906382064
"Right_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-16.8510416997051,-73.2886245281619,-6.66265034465946
"Right_Lateral_10-Posterior_point_of_the_external_auditory_meatus",77.3871329114126,-65.6414889294553,-27.7826127081679
"Right_Lateral_11-Tip_of_the_jugular_process",88.2616443201476,-50.9855700257113,-34.3289942571597
"Right_Lateral_14-Tip_of_the_postmandibular_process",34.4829914558683,-81.4250252283662,-1.37122278386311
"Right_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-9.83557519394997,-77.3637986196586,-6.08327029389704
"Right_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-6.41921142024564,-76.2996744062505,-11.7163495679396
"Right_Lateral_4-Posterior_end_of_molar_row",27.0808445825051,-64.9266167841274,-20.6629805805753
"Right_Lateral_5-Midpoint_of_the_infraorbital_foramen",15.7272032034399,-77.1658032726666,-7.9171253537797
"Right_Lateral_6-Tip_of_the_postorbital_process",26.9841180042017,-66.8858713548941,8.94060287812699
"Right_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",39.3105350074265,-54.7077283361867,-14.6621462428455
"Right_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",59.4413534191616,-72.7176044506017,-26.5022934869635
"Right_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",54.8565703551804,-51.1217902946573,-34.6017332749882
"Ventral_1-Juncture_between_incisors_on_the_premaxilla",-20.3016060053855,-67.8089683093293,-11.0559824600024
"Ventral_10-Posterior_edge_of_the_jugular_foramen",83.9336908864392,-45.0369634622953,-33.8081516527695
"Ventral_12-Anterior_point_of_the_foramen_magnum",84.9205107024644,-38.5063463807696,-40.8777298041743
"Ventral_13-Posterior_point_of_incisive_foramen",-12.9988613755764,-63.0242449785001,-10.5535056790194
"Ventral_14-Anterior_edge_of_P4",0.886535678547757,-46.9470936291112,-21.5355629108342
"Ventral_15-Posterior_edge_of_P4",10.146239568023,-41.6430046314497,-27.0511511084028
"Ventral_16-Point_of_max_external_curvature_of_M1_at_protocone",20.53592341279,-44.379082437863,-26.2812825909134
"Ventral_18-Tip_of_ventral_squamosal_projection",48.1703274134949,-31.8730650326481,-36.3907285248855
"Ventral_19-Anterior_point_of_external_auditory_meatus",54.8606010076216,-18.3350770594674,-34.6226026677411
"Ventral_2-Posterior_point_of_incisive_foramen",-12.2541752286267,-63.2720133309978,-6.76309290215636
"Ventral_20-Posterior_edge_of_the_jugular_foramen",77.6238857270401,-28.729603085071,-36.5525364176944
"Ventral_3-Anterior_edge_of_P4",9.82217784233261,-73.8723472881054,-19.6487495288073
"Ventral_4-Posterior_edge_of_P4",22.0846499597784,-75.034815742883,-24.1298272506542
"Ventral_5-Point_of_max_external_curvature_of_M1_at_protocone",28.3436506883543,-64.8562841902062,-22.0630942786273
"Ventral_6-Posterior_junction_of_left_and_right_palatine",38.9118669182824,-50.4825962025951,-27.4025086884056
"Ventral_8-Tip_of_ventral_squamosal_projection",58.0517724319322,-61.021798855079,-33.0401405235609
"Ventral_9-Anterior_point_of_external_auditory_meatus",72.2042543736179,-64.624960329511,-28.2966996354979
